Participant_ID,L1_L2,area,time_period,Fp1-Average_F0_stressed_mismatch,Fp1-Average_F0_stressed_match,Fp1-Average_F0_unstressed_mismatch,Fp1-Average_F0_unstressed_match,F3-Average_F0_stressed_mismatch,F3-Average_F0_stressed_match,F3-Average_F0_unstressed_mismatch,F3-Average_F0_unstressed_match,F7-Average_F0_stressed_mismatch,F7-Average_F0_stressed_match,F7-Average_F0_unstressed_mismatch,F7-Average_F0_unstressed_match,FT9-Average_F0_stressed_mismatch,FT9-Average_F0_stressed_match,FT9-Average_F0_unstressed_mismatch,FT9-Average_F0_unstressed_match,FC5-Average_F0_stressed_mismatch,FC5-Average_F0_stressed_match,FC5-Average_F0_unstressed_mismatch,FC5-Average_F0_unstressed_match,FC1-Average_F0_stressed_mismatch,FC1-Average_F0_stressed_match,FC1-Average_F0_unstressed_mismatch,FC1-Average_F0_unstressed_match,C3-Average_F0_stressed_mismatch,C3-Average_F0_stressed_match,C3-Average_F0_unstressed_mismatch,C3-Average_F0_unstressed_match,T7-Average_F0_stressed_mismatch,T7-Average_F0_stressed_match,T7-Average_F0_unstressed_mismatch,T7-Average_F0_unstressed_match,TP9-Average_F0_stressed_mismatch,TP9-Average_F0_stressed_match,TP9-Average_F0_unstressed_mismatch,TP9-Average_F0_unstressed_match,CP5-Average_F0_stressed_mismatch,CP5-Average_F0_stressed_match,CP5-Average_F0_unstressed_mismatch,CP5-Average_F0_unstressed_match,CP1-Average_F0_stressed_mismatch,CP1-Average_F0_stressed_match,CP1-Average_F0_unstressed_mismatch,CP1-Average_F0_unstressed_match,Pz-Average_F0_stressed_mismatch,Pz-Average_F0_stressed_match,Pz-Average_F0_unstressed_mismatch,Pz-Average_F0_unstressed_match,P3-Average_F0_stressed_mismatch,P3-Average_F0_stressed_match,P3-Average_F0_unstressed_mismatch,P3-Average_F0_unstressed_match,P7-Average_F0_stressed_mismatch,P7-Average_F0_stressed_match,P7-Average_F0_unstressed_mismatch,P7-Average_F0_unstressed_match,O1-Average_F0_stressed_mismatch,O1-Average_F0_stressed_match,O1-Average_F0_unstressed_mismatch,O1-Average_F0_unstressed_match,Oz-Average_F0_stressed_mismatch,Oz-Average_F0_stressed_match,Oz-Average_F0_unstressed_mismatch,Oz-Average_F0_unstressed_match,O2-Average_F0_stressed_mismatch,O2-Average_F0_stressed_match,O2-Average_F0_unstressed_mismatch,O2-Average_F0_unstressed_match,P4-Average_F0_stressed_mismatch,P4-Average_F0_stressed_match,P4-Average_F0_unstressed_mismatch,P4-Average_F0_unstressed_match,P8-Average_F0_stressed_mismatch,P8-Average_F0_stressed_match,P8-Average_F0_unstressed_mismatch,P8-Average_F0_unstressed_match,TP10-Average_F0_stressed_mismatch,TP10-Average_F0_stressed_match,TP10-Average_F0_unstressed_mismatch,TP10-Average_F0_unstressed_match,CP6-Average_F0_stressed_mismatch,CP6-Average_F0_stressed_match,CP6-Average_F0_unstressed_mismatch,CP6-Average_F0_unstressed_match,CP2-Average_F0_stressed_mismatch,CP2-Average_F0_stressed_match,CP2-Average_F0_unstressed_mismatch,CP2-Average_F0_unstressed_match,Cz-Average_F0_stressed_mismatch,Cz-Average_F0_stressed_match,Cz-Average_F0_unstressed_mismatch,Cz-Average_F0_unstressed_match,C4-Average_F0_stressed_mismatch,C4-Average_F0_stressed_match,C4-Average_F0_unstressed_mismatch,C4-Average_F0_unstressed_match,T8-Average_F0_stressed_mismatch,T8-Average_F0_stressed_match,T8-Average_F0_unstressed_mismatch,T8-Average_F0_unstressed_match,FT10-Average_F0_stressed_mismatch,FT10-Average_F0_stressed_match,FT10-Average_F0_unstressed_mismatch,FT10-Average_F0_unstressed_match,FC6-Average_F0_stressed_mismatch,FC6-Average_F0_stressed_match,FC6-Average_F0_unstressed_mismatch,FC6-Average_F0_unstressed_match,FC2-Average_F0_stressed_mismatch,FC2-Average_F0_stressed_match,FC2-Average_F0_unstressed_mismatch,FC2-Average_F0_unstressed_match,F4-Average_F0_stressed_mismatch,F4-Average_F0_stressed_match,F4-Average_F0_unstressed_mismatch,F4-Average_F0_unstressed_match,F8-Average_F0_stressed_mismatch,F8-Average_F0_stressed_match,F8-Average_F0_unstressed_mismatch,F8-Average_F0_unstressed_match,Fp2-Average_F0_stressed_mismatch,Fp2-Average_F0_stressed_match,Fp2-Average_F0_unstressed_mismatch,Fp2-Average_F0_unstressed_match,Audio-Average_F0_stressed_mismatch,Audio-Average_F0_stressed_match,Audio-Average_F0_unstressed_mismatch,Audio-Average_F0_unstressed_match,Fz-Average_F0_stressed_mismatch,Fz-Average_F0_stressed_match,Fz-Average_F0_unstressed_mismatch,Fz-Average_F0_unstressed_match
stress20,L2,F0,280_400,-25.213737,-8.620675,-6.274289,-0.31795,-9.254963,-2.76191,-3.615143,0.3583,-4.14973,-4.560983,-2.850347,-2.211843,2.786183,-2.021938,-0.224527,-1.097817,-3.689475,-2.177419,-1.805413,-0.194835,-6.56555,0.37732,-2.127504,-0.953851,-5.640688,1.154189,-1.09784,-0.059159,-1.207542,-0.059668,-0.17084,-1.238256,13.674192,0.569726,5.297614,2.43082,-1.885665,1.274668,1.091465,-0.10607,-5.818305,1.784998,-1.169718,-0.174422,-4.403811,1.894103,-1.069569,-0.959254,-2.832886,2.483012,1.714135,-0.66235,1.481479,0.225164,3.578449,0.424196,0.51561,0.252844,4.069158,-1.957383,1.347196,0.034559,2.63507,-1.670354,2.024291,0.380657,1.612696,-1.470268,-1.907433,1.778234,-1.492361,-1.122364,1.355357,-0.460034,0.481477,-0.834155,13.659413,0.966254,4.174393,-0.078108,-0.786885,1.460696,-1.598379,-1.014633,-5.72744,1.594831,-2.410484,-1.202114,-6.769472,1.738377,-2.868817,-0.998613,-3.858058,1.1457870000000001,-2.138891,-1.30206,1.153906,1.479088,-0.939883,-1.576374,5.227884,1.798506,-0.011013,-0.577849,-2.851672,-0.064238,-2.876035,-2.272514,-6.430733,-0.031684,-2.521463,-1.180611,-8.103707,-0.361062,-3.295913,-1.438355,-3.488814,1.821603,-3.308639,-0.713998,-22.001759,-4.875637,-5.951509,1.14086,1724.233276,603.346802,-2749.192627,1844.574585,-9.1112,-0.511994,-3.157335,-0.784237
stress21,L2,F0,280_400,0.75625,-0.585097,-0.254208,-1.436494,-1.515584,-1.178873,0.599199,-1.243662,2.333483,1.203662,1.094545,-2.232226,2.28409,0.970536,-1.376593,-0.013252,-9.063065,-0.192052,1.698962,-1.361431,-0.394073,-0.792572,0.173243,-1.110298,-0.562108,0.369891,-0.200355,-0.821407,-2.587504,0.015222,-0.878678,-0.841776,1.678693,1.737976,-1.433984,1.948625,-0.835363,-0.822586,-1.652329,-1.287787,-0.897118,-0.74955,-2.01377,-0.983027,-0.956291,-0.465208,-2.388736,0.243128,-0.671271,-0.262753,-1.585043,-0.250237,0.312558,0.031393,-1.16157,0.490679,-0.191609,1.185255,-1.021749,1.390875,0.211171,1.869313,-0.872981,2.17663,-0.821931,2.548069,-1.766759,1.315185,-1.810994,-0.541268,-2.317291,0.857457,-1.554521,1.482226,-0.93291,0.069837,2.030187,3.524389,-0.120924,1.394106,-2.535687,-1.183915,-1.14104,-0.693125,-0.947385,-1.477673,-1.765604,-0.318261,-1.810081,-1.373584,0.188288,-1.245004,-2.47339,-1.41248,-0.515617,-0.839866,-2.39171,0.197423,0.37705,-0.689901,0.948755,1.467975,0.406212,-0.479715,-8.510015,-1.747067,0.681383,-1.550735,-3.264405,-1.810769,-0.134504,-1.851671,-4.916289,-3.296178,0.661882,-0.859024,0.05998,0.402773,2.972603,0.506372,-0.621551,-2.818991,1.894919,-1.204569,2002.491699,1018.564087,-2577.895508,1610.404785,-1.236294,-1.754121,0.518303,-1.114244
stress22,L2,F0,280_400,0.542776,0.918851,-0.168003,-5.502712,-1.940933,-0.493037,-2.888829,-3.944034,-0.094876,-2.049676,-0.138875,-1.13963,1.697495,-3.033958,2.13799,0.886523,-1.583944,-0.882233,-1.64226,-0.88868,-3.756477,0.312488,-5.004566,-4.294029,-2.717786,1.671452,-2.919847,-0.503518,0.517464,-2.341505,0.506049,0.489421,2.303191,-1.17251,6.386706,5.752281,-1.468862,-0.727208,-0.619039,-0.780424,-5.019881,2.803746,-3.924048,-1.567959,-5.716389,3.217787,-3.249174,-1.75395,-3.41002,1.420508,-2.460795,0.800753,-0.75839,-1.401699,0.454353,0.937582,-3.995708,1.218162,-1.802642,-0.877736,-4.396167,2.088582,-2.325377,-0.730071,-4.649113,1.385984,-2.190766,-1.219343,-4.71486,2.416092,-3.512684,-2.176071,-1.953765,0.361514,-0.298907,-1.119927,2.017562,1.692474,7.258076,5.678897,-2.023276,2.046229,-2.512765,-2.145031,-5.406823,2.79943,-4.544853,-2.523937,-5.602004,1.799941,-4.740867,-3.692828,-3.124088,2.141701,-5.569967,-3.597815,0.408908,1.590485,0.853464,-1.717292,0.892028,0.273489,2.84812,0.101789,-1.565857,1.699976,-2.506854,-3.568707,-4.332336,1.341438,-5.524797,-5.683924,-1.869809,1.355681,-4.1892,-4.927493,0.06947,1.298392,0.100425,-1.700472,-0.055638,4.592062,-2.407177,-3.438523,1692.540527,683.623352,-2621.179932,1607.123535,-1.440251,-0.173321,-4.548261,-3.810393
stress23,L2,F0,280_400,3.864118,14.24865,-0.276808,1.61046,3.317061,9.855572,-0.928858,-0.140299,2.333767,21.781052,-1.584058,3.791577,2.982761,13.365859,-1.911889,3.772434,5.35052,9.411339,-2.852191,1.592953,4.039762,4.166694,-2.101811,-2.061375,3.545862,3.005675,-0.88398,-0.336889,3.638603,7.471422,-2.220913,-1.807201,-11.520257,0.100746,4.982583,3.417868,4.745198,4.823292,-3.956681,3.295353,1.320477,-0.255918,-0.626154,-2.111325,3.57558,-1.908285,0.998281,-2.308728,3.079423,-0.996481,0.993811,-1.290701,5.133124,-1.176192,2.647536,1.311087,3.151815,-4.399226,3.881948,-3.076496,3.346848,-4.06963,2.263495,-2.817653,3.230688,-4.73307,2.414815,-3.858558,2.313801,-2.781434,0.887632,-3.484363,-0.460953,-4.771679,7.708689,-1.434997,-3.771624,-8.699222,1.553848,0.962662,4.051534,-4.845655,-0.645828,-2.880691,3.067001,-0.988945,-1.501063,-2.980045,4.503083,-0.365559,-1.993512,-1.225129,2.845175,-2.840345,-0.500967,-2.748374,-3.620516,-5.803474,-0.194347,-6.015646,3.373237,-14.386101,-5.047762,0.276691,2.373253,-7.520761,2.718736,3.50245,3.569533,-0.052473,-1.642388,-2.408446,3.168049,0.473893,-3.680225,-2.09396,-2.013623,-19.566607,-3.846087,-3.293865,2.29733,1.64346,1.495314,-1.209616,1664.01355,812.308044,-2449.805176,1607.885986,5.097294,2.866158,-2.178809,-1.460177
stress24,L2,F0,280_400,1.879168,4.757955,-8.172513,-4.175117,1.48727,2.745019,-1.164344,-3.322427,4.092814,9.085433,-1.133771,-5.467535,2.276105,3.76593,3.00531,-2.512651,1.923779,4.642419,-0.137919,-3.232456,-1.57087,-2.630793,-2.628646,-0.618591,-0.256144,-1.056334,-2.955633,1.393021,-0.484931,1.998739,1.398024,-1.199397,7.210193,5.519287,4.477358,1.76028,-0.154471,-1.733935,0.786024,1.706737,-0.585447,-3.196047,-4.072908,3.584959,-1.060269,-4.327761,-4.969267,2.638014,-0.352171,-2.629358,-1.006253,2.516428,0.10176,-1.453961,3.170055,2.190079,-1.153235,-3.435472,0.650037,3.183378,-1.186985,-3.185406,-0.958381,3.723741,-2.588053,-3.935961,-2.328409,4.07297,-2.898735,-4.79048,-4.906306,3.390713,-3.925928,-4.047884,-2.686907,3.768117,-2.515038,2.816921,0.422645,3.868637,-3.108644,-4.52493,-4.195774,0.914101,-1.676741,-4.274346,-5.933206,1.146137,-2.24075,-4.102723,-5.419611,2.323847,-1.596033,-4.160641,-4.728162,0.160651,-4.518222,-2.560921,-3.99929,-1.329952,-1.759067,1.222461,-0.064561,-0.731515,-1.637848,-2.637663,-3.081619,-1.888001,-2.114774,-3.789724,-4.112193,0.086136,-0.443136,-3.745733,-4.121617,0.406727,-0.836473,0.054182,0.170505,-1.722828,-1.394198,1.836382,-8.16807,-3.866535,1697.965698,878.071655,-2619.431885,1926.152954,-1.565051,-2.778734,-1.633334,-1.876305
stress25,L2,F0,280_400,-1.33139,-1.861898,-3.533131,-3.608604,0.001133,-1.951453,-1.495321,-2.025465,-0.629488,-1.064099,0.474383,-0.17345,0.444209,-0.963229,0.362864,2.019036,0.430557,0.085134,-1.36983,-1.07607,-0.547524,-0.812948,-2.550819,-4.234145,0.365296,0.066954,-2.387035,-1.651398,0.235776,0.481815,-0.58875,2.819994,1.567576,3.952141,2.373039,7.496192,1.999581,2.418188,-0.807086,0.876022,-0.412165,-0.006448,-2.970252,-1.633717,-0.598508,-1.355309,-3.599826,-1.522845,2.065859,1.98109,-1.003004,0.234008,2.40045,2.130624,1.316071,3.193349,0.154552,0.44897,0.184057,1.542135,-0.029864,-0.583878,-0.610688,0.536182,-2.375545,-1.11924,-1.488522,0.231757,-1.860084,-1.42618,-3.225104,-0.553082,-3.523895,-0.371453,-1.756744,-0.181005,-2.161313,2.705198,2.6544,5.225731,-2.279346,-0.481668,-2.46482,-1.047416,-0.519889,-2.037765,-4.260728,-3.0973,-0.86291,-1.030909,-3.636145,-4.26407,-1.594185,-0.4257,-2.744981,-2.980254,-1.555037,-0.726749,-0.978863,-1.578728,-2.466616,-0.221405,0.515544,-2.578557,-1.867598,-0.548173,-0.802714,-3.331048,-1.510719,-1.746879,-1.585136,-4.434142,-0.542043,-2.954128,-1.743829,-5.542375,-2.286859,-0.883296,-0.201322,-4.220141,-1.035853,-2.699365,-4.107608,-6.257746,1957.537354,567.862244,-2670.548096,1774.697388,0.197912,-2.219113,-1.675812,-4.240641
stress26,L2,F0,280_400,-0.620941,-13.03474,11.913369,-18.229118,2.263928,-4.406785,2.866405,-2.237181,1.441309,-0.80576,1.426654,-6.113433,-0.422229,1.044472,-1.3132490000000001,-1.968027,0.591337,-1.471839,-0.166073,-1.112051,2.936862,-3.898862,2.744616,-0.183131,2.619226,-1.016813,2.814396,0.485261,-0.052283,0.429188,-2.081267,1.586791,-3.819363,8.001792,-2.516169,0.836942,0.703426,0.421036,-0.423093,-0.387169,1.287622,-1.432459,2.796622,0.734852,-0.523953,-0.916542,3.212918,-1.060928,0.543721,-0.032201,0.524494,-1.019747,-1.361988,1.821925,-0.368292,0.502227,-3.119629,1.396909,0.303254,0.499779,-6.032493,-0.375695,3.130159,0.765491,-3.279245,1.109655,0.379889,-1.417486,-1.350884,-2.2253,1.452442,-1.113135,-1.968373,0.878998,0.414187,-0.464006,-4.608429,6.954778,-2.764537,0.184635,0.147337,-1.93987,-0.031789,-0.964681,1.764605,-3.43684,1.845556,-0.388578,1.590454,-2.595041,3.814313,-0.948966,0.459068,-4.082691,2.321539,0.16146,0.835392,0.641553,0.119251,0.761467,3.309885,0.203004,-0.494022,3.287903,3.314526,-4.51454,1.478306,2.0109,1.82298,-4.166328,1.77057,0.285785,3.800658,-5.678913,1.871706,0.872963,5.584487,-4.440059,1.886251,1.869953,6.503894,-11.622316,8.535941,-9.06057,1785.474609,802.707275,-2649.285889,1788.320313,2.809262,-4.985523,1.760235,-0.340525
stress27,L2,F0,280_400,4.414595,-10.705408,-31.890924,3.090104,7.29595,-4.36015,3.379581,14.082915,19.186447,-0.04135,23.117023,39.014305,11.926086,1.163078,20.881472,22.115391,10.415345,5.600132,14.519401,19.078215,3.682975,-1.659673,-0.387794,2.504288,3.245336,-3.121563,3.004566,7.001506,5.738922,2.98453,11.320772,11.676471,0.370776,0.729233,14.971666,7.824348,1.661772,-1.400628,4.00011,6.080728,0.700004,-3.189614,-0.158422,0.469391,-2.285777,-4.413855,-2.075331,-1.920874,0.394728,-3.713727,1.148897,2.621518,0.469746,-2.473029,3.965479,4.008203,-1.156923,-3.953696,2.63265,0.98574,-3.594672,-3.572936,2.628776,0.320444,-4.60132,-3.125664,0.993989,-1.970998,-4.225664,-2.150471,-2.550424,-3.410624,-4.169659,-2.336302,-1.466589,-4.434251,-5.06998,0.029062,5.077633,-3.781358,-4.730116,-1.928723,-4.858692,-6.042973,-3.386551,-2.414839,-4.195237,-5.57998,-0.152507,-1.501319,-3.602318,-4.594495,-4.090519,-1.167434,-7.397584,-8.591337,-5.514421,-0.716101,-7.092469,-10.522779,-8.323053,-1.643478,-10.600955,-18.488529,-7.048578,-1.606612,-10.185361,-16.375221,-1.015903,0.213513,-6.223898,-6.465937,-3.538582,-0.990072,-13.350678,-10.646934,-12.643113,-2.506347,-21.413134,-27.737892,0.375053,-7.049221,-29.299835,-0.308783,2460.865723,879.610657,-2493.260254,1530.956299,1.566404,-0.252765,-6.6831,-1.347664
stress3,L1,F0,280_400,-13.120096,-2.653916,-19.010983,-39.691402,-7.603031,-0.6986,-6.475981,-16.333307,-4.577302,-4.407814,-8.179995,-23.946335,1.583446,-1.414627,-0.496147,-7.33993,-3.66536,-1.032224,-2.892375,-11.4179,-5.94302,0.418886,-1.68328,-8.146351,-4.149522,2.245277,-0.452801,-4.840763,-0.451222,-0.610432,0.053403,-4.438418,12.260722,0.97472,5.578368,13.409585,-2.316528,1.658986,0.521811,-1.847422,-3.766957,3.054482,-0.802092,-1.093406,-2.607121,3.741209,-1.779024,0.622879,-2.842166,2.94355,0.564604,0.719071,2.62666,2.302623,2.437502,2.952765,3.124841,3.555089,-1.017457,5.973399,4.074836,2.938452,-1.053646,5.481623,5.043191,5.507806,-1.362332,6.108803,-2.840418,2.861823,-2.409559,1.69833,-0.166457,-0.051352,-1.867918,4.783063,7.161067,0.439227,5.500188,18.237507,-3.008606,0.218749,-2.421496,1.174445,-3.309548,2.420887,-2.393828,0.03928,-4.270087,0.733936,-1.692426,-2.134324,-2.794505,1.060811,-1.565189,-0.309639,-0.436924,-2.0277250000000002,-0.458638,4.796876,3.978723,0.187196,4.025854,9.557289,-1.380365,0.486553,0.343568,0.862655,-3.925584,0.627058,-0.985831,-4.120936,-5.074401,0.586935,-2.383092,-6.398289,1.253232,1.632143,3.167177,8.931604,-12.080953,-1.839571,-14.021346,-29.632547,1091.411743,1444.329468,-2342.248779,1943.433838,-6.473929,-0.471315,-3.692853,-10.549028
stress3,L2,F0,280_400,-1.087385,0.946908,-0.240204,2.100848,1.360873,0.64572,-0.574271,-0.966453,1.069754,2.147642,1.833501,-0.97929,1.37352,2.047156,1.79309,0.762646,1.095645,0.98779,-0.906167,0.785772,0.570069,-1.788605,-0.62589,-1.345911,0.034306,-1.932519,-0.601975,-0.597719,1.402605,1.748443,0.629391,0.374576,-0.079876,2.120966,2.328525,4.952059,0.464337,-0.799067,-0.329177,0.621266,0.595008,-3.748393,0.259755,-2.706305,-0.655002,-7.630263,0.169753,-2.348653,0.652535,-4.265752,0.13794,-0.451041,0.827378,-1.295614,0.742255,1.458869,1.654149,-5.416183,-0.226639,-1.050462,1.167179,-7.086845,-1.06202,-1.707526,-0.237834,-7.860759,-0.736276,-3.511287,-1.047259,-6.781876,-1.351624,-5.240522,0.130432,-4.519789,-1.8698379999999999,-3.255688,-1.032377,0.732432,1.575984,0.649968,-0.714619,-3.048904,-2.011223,-4.93063,-0.783785,-4.794899,-1.577407,-3.577985,0.008759,-3.349443,-1.159175,-3.029847,-0.353579,-1.958843,-2.763298,-3.50868,-0.979179,-0.472892,-1.534733,-2.528319,-0.125597,1.055144,1.891558,0.513726,0.619733,0.100949,-1.024603,-3.084608,1.005595,-1.872731,-2.741065,-4.467621,-0.322757,-1.359384,-1.941072,-3.029425,-0.043641,0.904075,0.304356,-2.343851,-0.601179,-0.118747,-1.402633,1.39048,1193.713989,1046.42395,-2673.928711,2159.199707,0.370751,-0.951133,-1.301503,-1.867342
stress4,L1,F0,280_400,-3.176161,3.133546,3.317945,-2.620946,-1.277173,3.01729,3.226288,-0.245193,4.561743,0.456256,3.755775,-1.348299,0.670672,-0.550626,1.998127,-1.967273,-0.368266,2.982157,1.362087,-0.550826,0.055436,2.437981,0.216889,2.133655,-0.537659,2.597028,0.628301,3.523686,1.428757,-1.703933,2.34328,0.155755,2.84459,-5.661846,0.579456,-4.160134,-0.170844,-0.384694,2.002375,0.78152,-0.347983,1.59137,0.066213,2.902277,0.417459,1.204768,-0.547299,2.290221,0.324664,1.191309,0.814065,1.983869,-0.150921,-0.015167,2.49605,-2.096563,1.15726,-1.744241,1.348249,-1.240337,1.100978,-1.69842,1.389841,-1.331178,-0.328716,-3.588771,-1.025571,-3.301536,-1.097945,1.657326,-2.254581,2.016533,-3.451524,2.039825,0.66958,-4.583924,2.791726,-5.494957,-3.705802,-5.423535,-1.188092,1.916536,-0.423837,-1.785162,0.058855,2.913898,-1.253022,3.137394,0.481107,1.594148,-0.701049,3.549304,-2.343529,3.340253,-1.70238,0.79398,5.395096,0.468224,-3.097313,0.180687,2.519674,-1.725101,0.646767,-3.521265,-0.878887,2.726686,0.573084,-3.051923,0.200479,3.045317,-0.067153,2.551976,-4.177489,2.968109,3.345399,2.102296,-5.824433,6.152258,2.329393,-1.697672,-2.473922,5.456179,0.677394,-4.901094,1171.244995,1651.903198,-1941.016235,2095.624023,-1.87877,3.718936,1.042115,3.194557
stress4,L2,F0,280_400,-0.971488,0.846102,-0.873223,-1.266667,1.170242,1.502302,-2.230144,-4.60767,-0.748347,1.85778,-2.090366,-1.455739,-1.581055,-0.5088,-0.934645,1.478803,-1.368858,0.372314,-2.749346,-1.251453,2.132634,1.800925,-3.562473,-5.494508,0.446619,-1.048631,-2.549803,-1.876942,-1.260838,-1.378845,-3.069382,0.39696,-3.743717,-5.586761,1.402753,4.768339,-0.231309,-1.008417,-4.458489,0.317976,1.327296,-2.442114,-1.468888,-2.149274,1.10077,-2.174677,-1.001794,-1.224557,0.09941,-1.662059,-2.993648,-0.345711,-2.143249,-3.044235,-4.406428,0.67985,-2.071604,-1.474692,-3.048775,2.175074,-1.668538,-2.517055,-1.714267,1.660847,-1.63506,-1.496665,-1.553838,2.183137,1.947388,-1.599628,-2.213058,-0.383564,-0.561754,-0.057513,-0.623401,0.829062,-0.393223,-2.688178,2.75626,2.700002,2.191671,-0.210596,-0.569394,-1.337064,2.087306,-1.113914,0.434016,-3.097708,1.639546,-1.254731,-0.273719,-3.557101,2.445589,-0.09213,-1.416734,-3.386402,4.185689,1.686006,1.262143,-0.929264,1.929744,0.570961,4.958655,0.225864,1.368415,2.360471,-0.997294,-2.959043,1.26172,3.155294,0.394582,-3.844199,2.73931,4.4157400000000004,-1.55849,-3.421791,1.858366,4.439647,-0.03777,-1.538657,1.953801,1.893238,-1.167596,-3.311344,979.121399,930.730347,-2763.910156,2158.397217,1.378979,2.758313,-1.386338,-2.489447
stress5,L2,F0,280_400,-2.646391,-18.015987,-20.488565,2.821975,-0.065618,2.432702,1.930498,-2.194643,3.788983,5.424067,4.63251,1.325496,3.399267,3.548638,3.965551,-0.521092,3.848533,4.462427,1.368395,-0.238596,-0.992668,2.337219,-0.0671,-2.188156,1.109891,3.277116,-1.474408,-1.486998,3.385485,3.944948,2.385749,-0.313067,4.54631,-3.7305,-0.276121,3.541948,1.090885,1.91608,-2.424271,-1.505252,-1.952377,0.20387,-5.748956,-2.08664,-4.837503,-3.498972,-7.319483,-4.444517,-1.074728,-1.28172,-5.722001,-0.238564,0.526581,-0.14362,-2.570993,-0.007571,-2.637064,-3.6431,-5.026523,1.790461,-5.121778,-3.94001,-5.31088,-2.613259,-4.29373,-4.495805,-4.733484,-3.411426,-5.178908,-4.039239,-6.412843,-5.764033,-3.623435,-1.982332,-3.569948,-2.929597,2.098785,-3.94751,-0.348806,0.847317,-3.529339,-1.597093,-3.861406,-5.377986,-4.472745,-1.70751,-5.025602,-4.72401,-3.702209,1.907956,-1.430923,-3.833884,-4.331987,-1.037366,-2.385529,-4.31016,-0.4055,1.142596,-2.087063,-1.882779,0.393234,2.303849,0.95321,1.908392,-1.316931,0.646483,-1.922971,-3.696905,-2.967628,2.11803,-0.700657,-3.685632,-2.553144,1.537577,-0.539215,-3.281886,-1.100195,0.353677,-1.072527,-0.581329,-3.045559,0.940936,-5.829863,3.189812,1601.574219,1027.950684,-2387.500244,2061.385498,-2.21503,2.559337,0.208309,-1.463088
stress6,L2,F0,280_400,-0.047022,-0.180745,5.286114,-3.35011,-1.804343,0.161928,1.874868,-2.189992,-0.305325,0.992031,0.674281,1.399385,0.380396,1.20772,0.994079,3.445014,-1.55282,0.560613,-0.228064,0.129726,-0.887527,-2.46407,0.797958,-3.134694,-1.497553,-0.613418,-0.356759,-2.152348,-0.186446,1.146343,-2.021799,2.88352,-1.202725,4.868236,-2.971292,1.742392,-1.420032,0.393842,-1.403118,-0.927403,-2.199187,-3.633435,-0.500316,-4.642795,-3.14985,-5.02576,0.22804,-5.294505,-2.851546,-1.617789,-0.385766,-4.236412,-2.668087,1.589362,-0.878546,-1.265883,-4.345866,-1.314606,-0.57667,-6.399009,-4.404971,-2.303073,-0.651645,-6.713975,-3.481756,-4.722965,-0.995691,-7.262577,-1.018665,-5.150908,-0.974715,-4.862212,-0.526858,-1.870236,-1.194902,-2.727648,1.28622,3.437205,-4.566987,1.451846,0.997368,-3.10156,-1.367319,-1.069685,-0.853151,-4.785388,-0.677874,-4.852522,-0.893216,-3.052955,0.051714,-4.179069,0.009046,-4.87544,-0.099438,-2.899342,1.621101,-2.640801,-1.044683,3.536964,3.34831,-2.656492,-1.664961,5.474361,0.964451,-4.32027,-1.111161,1.593443,-0.08352,-2.607706,1.060543,-3.683801,-0.221681,-4.560529,0.132549,-1.68175,1.320014,-5.00778,-1.150389,4.048524,-1.350485,-2.8481,1.817259,-4.224539,1974.929932,871.993103,-2607.178223,1601.897705,-0.027831,-2.768481,2.512759,-1.064746
stress7,L2,F0,280_400,5.135892,-7.831207,-1.782113,-10.890857,2.400117,-4.670883,-7.176411,-5.454941,-1.05502,9.980744,-4.247655,3.836815,5.71805,-7.506013,8.958419,-6.110168,-3.067586,11.539149,-13.283803,7.157701,3.381177,-5.054105,-5.072869,-5.36576,3.569259,-7.381217,-6.712286,-7.239185,-4.207327,10.911967,-3.308568,9.614244,-1.846436,9.675145,7.181523,7.989273,0.825515,-4.737609,-2.970715,-4.255415,1.75039,-5.316628,-5.126326,-5.709178,0.230018,-4.729029,-3.531511,-6.256657,0.606028,-4.284591,-3.228197,-5.169906,0.634895,-2.93816,0.691606,-1.860235,-0.013593,-4.331674,-0.365912,-4.113071,0.171042,-4.385168,-1.155627,-3.596225,-0.707342,-4.346138,-0.566076,-4.382585,-0.544862,-5.332583,-2.859384,-5.866492,-1.257624,-5.773202,-0.069477,-3.499492,-6.454749,4.011094,6.249451,6.206371,-1.646241,-5.426282,-4.123807,-5.528917,0.752583,-5.984332,-4.570158,-6.426513,1.433309,-5.562731,-3.234594,-5.688815,-0.119167,-7.914996,-6.219531,-8.225607,-13.852593,14.437951,-7.300679,9.236125,3.813431,-6.955391,4.666123,-7.167923,-8.574022,8.739775,-13.102013,1.34293,3.646762,-6.930861,-1.972271,-6.880802,0.358136,-4.351557,-6.392505,-5.121345,-4.417585,7.293552,-7.839896,1.168471,3.274771,-8.483058,-3.083874,-8.61799,1876.897705,600.483276,-2658.364258,1763.611084,2.767062,-4.562079,-4.476991,-4.731882
