Participant_ID,L1_L2,area,time_period,Fp1-Average_suffix_stressed_mismatch,Fp1-Average_suffix_stressed_match,Fp1-Average_suffix_unstressed_mismatch,Fp1-Average_suffix_unstressed_match,F3-Average_suffix_stressed_mismatch,F3-Average_suffix_stressed_match,F3-Average_suffix_unstressed_mismatch,F3-Average_suffix_unstressed_match,F7-Average_suffix_stressed_mismatch,F7-Average_suffix_stressed_match,F7-Average_suffix_unstressed_mismatch,F7-Average_suffix_unstressed_match,FT9-Average_suffix_stressed_mismatch,FT9-Average_suffix_stressed_match,FT9-Average_suffix_unstressed_mismatch,FT9-Average_suffix_unstressed_match,FC5-Average_suffix_stressed_mismatch,FC5-Average_suffix_stressed_match,FC5-Average_suffix_unstressed_mismatch,FC5-Average_suffix_unstressed_match,FC1-Average_suffix_stressed_mismatch,FC1-Average_suffix_stressed_match,FC1-Average_suffix_unstressed_mismatch,FC1-Average_suffix_unstressed_match,C3-Average_suffix_stressed_mismatch,C3-Average_suffix_stressed_match,C3-Average_suffix_unstressed_mismatch,C3-Average_suffix_unstressed_match,T7-Average_suffix_stressed_mismatch,T7-Average_suffix_stressed_match,T7-Average_suffix_unstressed_mismatch,T7-Average_suffix_unstressed_match,TP9-Average_suffix_stressed_mismatch,TP9-Average_suffix_stressed_match,TP9-Average_suffix_unstressed_mismatch,TP9-Average_suffix_unstressed_match,CP5-Average_suffix_stressed_mismatch,CP5-Average_suffix_stressed_match,CP5-Average_suffix_unstressed_mismatch,CP5-Average_suffix_unstressed_match,CP1-Average_suffix_stressed_mismatch,CP1-Average_suffix_stressed_match,CP1-Average_suffix_unstressed_mismatch,CP1-Average_suffix_unstressed_match,Pz-Average_suffix_stressed_mismatch,Pz-Average_suffix_stressed_match,Pz-Average_suffix_unstressed_mismatch,Pz-Average_suffix_unstressed_match,P3-Average_suffix_stressed_mismatch,P3-Average_suffix_stressed_match,P3-Average_suffix_unstressed_mismatch,P3-Average_suffix_unstressed_match,P7-Average_suffix_stressed_mismatch,P7-Average_suffix_stressed_match,P7-Average_suffix_unstressed_mismatch,P7-Average_suffix_unstressed_match,O1-Average_suffix_stressed_mismatch,O1-Average_suffix_stressed_match,O1-Average_suffix_unstressed_mismatch,O1-Average_suffix_unstressed_match,Oz-Average_suffix_stressed_mismatch,Oz-Average_suffix_stressed_match,Oz-Average_suffix_unstressed_mismatch,Oz-Average_suffix_unstressed_match,O2-Average_suffix_stressed_mismatch,O2-Average_suffix_stressed_match,O2-Average_suffix_unstressed_mismatch,O2-Average_suffix_unstressed_match,P4-Average_suffix_stressed_mismatch,P4-Average_suffix_stressed_match,P4-Average_suffix_unstressed_mismatch,P4-Average_suffix_unstressed_match,P8-Average_suffix_stressed_mismatch,P8-Average_suffix_stressed_match,P8-Average_suffix_unstressed_mismatch,P8-Average_suffix_unstressed_match,TP10-Average_suffix_stressed_mismatch,TP10-Average_suffix_stressed_match,TP10-Average_suffix_unstressed_mismatch,TP10-Average_suffix_unstressed_match,CP6-Average_suffix_stressed_mismatch,CP6-Average_suffix_stressed_match,CP6-Average_suffix_unstressed_mismatch,CP6-Average_suffix_unstressed_match,CP2-Average_suffix_stressed_mismatch,CP2-Average_suffix_stressed_match,CP2-Average_suffix_unstressed_mismatch,CP2-Average_suffix_unstressed_match,Cz-Average_suffix_stressed_mismatch,Cz-Average_suffix_stressed_match,Cz-Average_suffix_unstressed_mismatch,Cz-Average_suffix_unstressed_match,C4-Average_suffix_stressed_mismatch,C4-Average_suffix_stressed_match,C4-Average_suffix_unstressed_mismatch,C4-Average_suffix_unstressed_match,T8-Average_suffix_stressed_mismatch,T8-Average_suffix_stressed_match,T8-Average_suffix_unstressed_mismatch,T8-Average_suffix_unstressed_match,FT10-Average_suffix_stressed_mismatch,FT10-Average_suffix_stressed_match,FT10-Average_suffix_unstressed_mismatch,FT10-Average_suffix_unstressed_match,FC6-Average_suffix_stressed_mismatch,FC6-Average_suffix_stressed_match,FC6-Average_suffix_unstressed_mismatch,FC6-Average_suffix_unstressed_match,FC2-Average_suffix_stressed_mismatch,FC2-Average_suffix_stressed_match,FC2-Average_suffix_unstressed_mismatch,FC2-Average_suffix_unstressed_match,F4-Average_suffix_stressed_mismatch,F4-Average_suffix_stressed_match,F4-Average_suffix_unstressed_mismatch,F4-Average_suffix_unstressed_match,F8-Average_suffix_stressed_mismatch,F8-Average_suffix_stressed_match,F8-Average_suffix_unstressed_mismatch,F8-Average_suffix_unstressed_match,Fp2-Average_suffix_stressed_mismatch,Fp2-Average_suffix_stressed_match,Fp2-Average_suffix_unstressed_mismatch,Fp2-Average_suffix_unstressed_match,Audio-Average_suffix_stressed_mismatch,Audio-Average_suffix_stressed_match,Audio-Average_suffix_unstressed_mismatch,Audio-Average_suffix_unstressed_match,Fz-Average_suffix_stressed_mismatch,Fz-Average_suffix_stressed_match,Fz-Average_suffix_unstressed_mismatch,Fz-Average_suffix_unstressed_match
stress17,L2,suffix,415_550,2.115444,-3.75884,0.226996,1.847346,-0.457671,-1.317011,-1.411554,0.726663,1.876293,0.515248,0.639194,1.129892,1.737822,1.933459,1.6608290000000001,2.767085,-0.031685,0.443215,-0.996304,0.722122,-1.076423,-2.800958,-2.07329,-1.843993,-0.469431,-2.800654,-0.03814,0.862102,-0.078159,1.358852,0.199902,0.844478,0.004694,6.67266,1.23392,1.856126,0.116565,0.869883,0.499302,0.810376,0.44357,-3.466124,-0.746023,-1.801428,-1.019902,-3.028615,0.88692,-0.517957,0.610921,-2.78466,2.758124,1.007489,-0.248732,1.63791,1.815139,1.911681,-0.218765,-1.109046,3.321446,2.014967,-0.258509,-1.122759,3.302209,2.0521,-0.23424,-0.870784,2.01282,1.409024,0.980439,-8.500124,1.738955,3.901036,-0.339535,-0.588826,0.931227,-0.354594,0.232641,4.167178,1.380439,-1.134863,-0.49995,-0.949485,0.79249,0.424724,-1.038682,-4.051413,-0.422943,-1.694399,-1.049543,-5.522125,-2.110894,-2.419353,-0.362031,-2.565845,-1.484825,-0.411073,-0.126678,0.228746,-0.437843,-0.42587,0.259833,1.557813,0.266058,0.728708,-0.533538,-0.933305,-0.718317,-1.188829,-0.095416,-5.29178,0.555809,-0.387954,-0.444484,-2.251973,-1.074391,-0.465703,-0.257509,0.273611,-0.603969,0.344879,1.790988,-1.837474,-0.938341,1.188232,-868.584534,69.875191,249.560944,-776.301453,-0.079112,-3.61328,-0.871453,-0.24042
stress18,L2,suffix,415_550,1.880736,1.265567,1.278634,0.981963,0.216581,-0.681741,0.621348,-1.11307,0.463553,0.135951,0.64749,1.187974,0.152238,0.135127,1.932779,2.56135,0.555847,0.352115,0.699241,0.676075,0.838643,-0.056498,0.885305,-1.106917,0.111407,-0.183688,1.043129,-0.770606,0.682098,0.274818,1.81728,1.819988,2.456105,1.772353,4.05843,5.499575,0.97941,-0.271039,1.571378,0.232114,-0.722208,-0.135467,1.543166,-0.316817,1.632233,0.325997,2.04982,0.638436,2.961829,-0.699351,1.164908,1.253959,3.386916,2.056378,4.397191,5.01817,3.882987,2.654407,2.97115,3.938328,3.006557,1.64686,1.196744,2.150098,1.716611,0.359761,0.234402,1.464692,3.947916,0.644363,-1.845692,-3.526334,-1.334289,-1.02974,0.58775,-2.1434,-0.822391,-1.592379,0.156546,1.517017,0.401414,-1.008252,-1.832636,-3.124784,0.787736,-0.411385,-1.82821,-0.556427,-0.531075,0.09081,0.897507,0.464948,0.021997,0.632787,-1.203831,-2.616557,1.1183,-1.859249,-2.879493,-5.509449,-0.976122,2.642455,0.095809,-0.322466,-0.472773,0.574398,-0.435419,-2.275886,-0.14679,2.640079,1.108165,-2.655097,1.330103,0.030086,-1.452746,-0.59535,-1.252296,1.125086,-1.581779,-0.151557,-1.261993,0.508244,-0.726103,-1.46908,-731.388489,126.351219,381.237885,-329.517975,-0.544573,-0.05999,-1.404992,-2.338865
stress19,L2,suffix,415_550,2.500635,2.573282,-0.610291,-0.410334,1.354678,1.241824,-0.486222,-0.720365,2.604988,2.635996,-0.669235,-1.628626,1.942929,0.644831,-0.398572,-1.038942,0.81561,1.156083,0.747175,-0.567181,0.264187,2.649281,0.643332,-0.487936,0.689454,2.489083,1.959772,0.568781,1.419862,0.387421,1.489875,0.872017,0.101884,0.544138,0.873432,3.075839,-0.438367,1.855553,3.317755,4.249777,-1.456462,1.872212,2.43844,1.592782,-2.441529,0.502127,0.948616,2.309318,-1.534349,2.02344,3.701673,4.670965,-1.47504,1.855117,2.843141,6.353559,-2.286984,0.302331,2.97123,4.066444,-3.362876,0.391292,2.429065,2.686635,-2.498643,-0.03178,3.472241,2.265443,-3.766607,0.391121,2.446322,1.32522,-1.879071,-1.173257,2.649631,0.129112,0.711453,-2.439726,1.216166,0.068057,-4.11816,-1.445871,0.449451,-1.177884,-3.39889,0.65341,1.526991,0.277024,-1.618634,2.385397,1.041255,0.947593,-3.226287,-1.002277,0.42848,-0.502071,-2.455616,-3.711228,-0.119577,-3.373986,0.243397,-3.204578,0.027997,-3.970778,-1.981346,-1.978668,-0.06283,-1.815168,-1.301339,1.576383,1.091429,-0.373192,-1.130763,-0.454613,1.098981,-0.93422,-0.002424,-1.152532,1.106496,-1.109713,3.272818,2.50713,-1.01923,-2.51728,-1190.435791,-375.077698,-83.9142,-1136.767212,-0.271108,0.631865,-0.696531,-1.047963
stress2,L1,suffix,415_550,3.5333039999999998,0.663417,0.520245,0.407927,-0.082341,0.516813,-0.936979,-0.705663,-0.118874,1.175383,-1.002219,1.430604,1.349899,-0.875816,-0.049261,1.351009,-0.179269,-1.064357,-1.39306,0.194273,-1.201082,0.163225,-0.039172,-0.833164,-0.913836,-0.094085,-2.159243,0.008499,0.386837,-2.275631,-1.266952,0.86627,3.786977,-1.840213,0.239749,4.696894,0.645501,-1.677648,-2.057546,1.327104,1.574908,-5.720616,-1.144282,-5.225685,1.978567,-1.063068,-0.784768,1.620392,2.508559,-1.108359,-1.6711530000000001,1.522304,2.84622,-0.635984,-1.890058,1.001761,2.862325,0.6309,0.112606,2.807482,2.31222,0.110417,-0.94271,0.694243,1.076616,-1.207528,-1.498798,-0.357973,0.695558,-0.002611,-0.980927,1.011721,0.587551,-0.319061,-0.13914,-0.226211,-0.085939,1.508407,-0.678082,-3.125359,0.238438,-1.029484,-0.943103,-0.532852,0.796867,0.739375,-0.849791,1.408466,-0.29593,0.440935,-0.602581,1.153608,0.875362,-0.072467,-0.429168,-0.484039,0.018442,-1.02146,-0.356917,-1.943045,1.210732,1.838257,0.188668,0.301475,-1.271809,0.736041,-0.208932,-1.431437,-1.523152,1.177181,0.364047,-0.043024,-1.400311,1.025268,0.321751,-1.60828,1.735324,0.866593,1.383295,0.238023,3.865642,3.314628,0.232715,1.662949,1472.618042,814.326965,483.61673,-355.154572,-1.233679,0.110602,0.146111,-0.523847
stress2,L2,suffix,415_550,-1.429116,-0.570945,-0.474678,0.11448,0.222294,-5.421437,-3.89801,-3.361973,-1.397177,0.409763,0.380693,-1.337876,-0.787034,5.253428,3.092429,2.024651,-2.277985,-3.804955,-1.642441,-1.865483,2.426185,-8.361123,-2.912989,-1.83628,2.208359,-7.94157,-2.057864,-0.612547,-2.104472,0.264875,0.927801,1.167817,-0.23763,6.997217,6.731264,2.645138,-0.491292,-1.848987,0.691721,1.506586,4.756993,-7.571771,-0.927474,-0.531195,3.359034,-4.424033,1.817843,1.354717,2.215394,-4.335714,3.296568,2.358658,0.005062,1.007941,4.676068,2.247471,2.911264,-0.381138,6.941911,1.066956,2.908396,0.258501,7.494925,0.795901,3.889843,1.481741,6.771298,0.975628,3.209087,-1.86976,0.825955,1.737672,0.781778,3.605597,3.906828,1.212741,-0.966541,6.003726,8.276658,3.047418,-0.474695,-1.108534,-0.688707,1.399866,1.872584,-4.642555,-1.158727,-0.47179,3.54305,-7.237122,-0.891979,-3.166625,-2.637031,-6.769305,-2.074057,-0.332373,-5.648238,-3.840453,0.945802,0.451597,-5.328395,4.290543,0.608909,0.161783,-5.869051,-9.569392,-2.247348,-1.452527,-0.299716,-6.009081,-3.654192,-2.016974,-2.406389,-4.249829,-5.051242,-4.599977,-6.65353,-5.534868,-1.192699,-2.974191,-0.72369000000000006,-0.370959,-0.801965,-1.545646,1887.075928,854.172668,632.60376,-366.203949,0.401391,-4.333647,-5.00264,-1.897519
stress20,L2,suffix,415_550,-16.276823,-8.719557,-6.539762,4.743288,-6.558369,-2.572138,-4.73544,-0.805638,-4.350034,1.178094,-5.78069,-6.300991,1.075458,3.47037,-2.186339,-6.557381,-4.485291,1.004585,-3.484248,-3.333805,-3.266691,-1.690614,-2.57465,-0.319499,-1.769311,1.570359,-1.458097,2.126584,-1.452413,3.308869,-1.483954,-3.579257,8.280588,6.202471,6.648984,0.485837,0.711723,2.959599,0.75764,1.119539,-1.05611,1.156268,-0.863957,4.812937,-1.569742,0.511451,0.278437,6.909645,0.850443,2.156876,2.434846,4.72926,2.34299,2.993632,4.760324,2.373503,-0.708178,-0.202084,6.036693,4.439007,-0.77468,-0.535341,4.632583,5.912203,-1.226825,-1.04439,4.39274,6.774586,-0.626201,-0.397919,0.005279,5.015552,-0.577457,-1.668527,2.47062,3.827915,7.889292,2.975479,5.096298,-0.219565,0.58076,-0.778069,-1.530583,1.79315,-1.73236,0.321102,-1.526827,4.695283,-2.062324,-0.967389,-2.408503,4.003306,-0.211163,-0.673987,-2.490396,2.304901,2.235746,0.098202,-1.81239,-0.768757,4.682756,1.766986,-0.877318,-2.27359,-0.393558,-2.014966,-3.877235,-0.468174,-4.191128,-3.270163,-3.389129,0.350691,-4.641096,-2.789184,-3.663905,1.402503,0.32733,0.189354,-3.489182,2.430158,-12.959452,-6.861265,-5.586651,7.810469,-653.316101,50.539261,145.319382,-637.671753,-5.38996,-3.059319,-3.915092,-0.088757
stress21,L2,suffix,415_550,0.28484,1.437264,-1.505812,0.361274,-3.32593,1.132709,-0.03689,0.411169,3.589353,0.534776,1.242041,-0.343965,2.823573,0.558692,0.060634,-1.158332,-6.730798,0.514397,1.387854,-1.389665,-2.933224,1.157959,-0.394109,0.888093,-1.40792,1.289085,0.445136,0.220487,-0.610009,0.019084,0.069748,-1.656761,6.541881,1.243494,-0.038643,-1.643791,0.94881,1.745353,-0.504558,-0.978077,-0.376575,0.454662,-1.07299,2.018885,-0.649217,-0.201409,-1.454228,2.101575,1.266024,1.63367,-0.428504,1.689215,3.258525,2.515749,-0.285905,0.814279,4.962754,3.087799,0.352363,2.373718,4.047483,0.691929,0.800415,2.468935,3.324627,-0.763614,0.369169,1.463589,0.060807,-1.389117,-0.998978,1.160101,1.984787,-0.704736,-0.61495,-0.116607,6.162402,-0.78079,-0.004743,-0.542368,-0.966523,-1.99889,-0.835401,-0.510783,-1.308582,-0.17906,-1.184744,2.241892,-3.854646,0.662071,-0.51003,1.07566,-3.343426,-0.951067,-0.239708,0.06903,-2.35864,-2.528887,-0.143889,-0.909532,-0.080219,-1.033848,0.801352,0.85391,-7.61351,-2.282565,0.26883,-0.655029,-5.27373,-0.345907,-0.333306,0.579255,-7.122851,-1.09586,0.502837,-0.367204,0.355496,-1.575326,2.541105,1.651476,-1.494251,-0.634722,0.253529,-1.572507,-616.730713,181.819504,388.960754,-708.635254,-4.234761,-0.154235,0.014462,0.72872
stress22,L2,suffix,415_550,4.316598,-2.604883,0.130697,0.18251,0.183714,-0.032726,-2.911937,1.016534,0.834676,-2.801607,-0.478641,-0.7678,0.038227,-3.493737,2.787966,-1.624708,-0.498684,-1.036157,-1.124088,0.638654,0.152322,2.648402,-4.329773,1.374689,-0.987177,2.791943,-1.128588,0.110308,0.143377,-2.658855,0.900342,-1.279127,-1.235764,-4.060798,5.895242,1.181332,-1.675298,-0.342199,-0.006592,0.272776,-2.201663,4.915209,-1.246978,1.263618,-2.876176,6.543051,-0.490166,2.910118,-2.239201,3.892308,-0.550504,2.070391,-0.887474,-0.942896,-0.397337,1.239987,-1.692277,2.650246,-0.514381,4.299534,-1.497492,3.821303,-0.202449,4.178657,-1.467102,3.615278,0.316322,4.526212,-2.513614,4.224258,-1.286329,2.804502,-0.521903,1.44493,0.931805,2.870152,-0.725173,-1.654639,7.811102,-0.176719,-1.868394,1.696417,-1.069226,2.230266,-2.092186,5.865471,-1.815752,1.67718,-1.282607,4.945462,-2.48859,0.885849,-1.512869,3.355162,-3.277306,2.246073,-1.132519,-0.7839,1.720075,1.076438,-1.400818,-1.74497,3.141367,-0.628453,-2.545806,0.424334,-0.595783,1.789873,-0.583652,1.825153,-5.133842,1.630923,-0.732367,0.04091,-3.420625,1.821938,-2.101245,-1.4659469999999999,1.134658,1.376839,0.748007,-2.391939,-2.126418,-0.170184,-640.031433,84.887192,346.796936,-760.272095,0.653646,1.905146,-4.568783,-0.334872
stress23,L2,suffix,415_550,5.230434,8.92648,-3.247283,1.453774,2.759564,5.069612,-4.797473,-2.022795,3.183979,15.36497,-3.140914,0.659794,1.75922,12.521194,-1.524852,1.291227,1.991717,5.929763,-5.702246,-3.118794,2.623801,1.325218,-5.332232,-2.641145,2.531359,2.310009,-4.51563,-2.765067,3.532068,6.142816,-2.669119,-3.595416,-6.343086,3.221439,10.110772,2.836975,8.707131,3.908359,-4.94487,-1.497943,1.546937,0.559532,-4.004795,-0.921883,3.606645,-1.345731,-1.890314,0.74804,3.869027,-0.415307,-1.261002,-1.519315,10.20872,1.666379,1.671774,0.938703,5.505356,-2.015549,4.886351,-0.163945,4.297329,-2.459025,2.932384,0.158623,4.30133,-2.750177,3.055008,-0.343344,4.007079,-4.267291,-0.990499,0.563811,5.30689,-2.015443,11.889215,3.159249,1.259992,-3.863773,5.914528,2.230111,6.295677,-4.724773,-2.211693,-0.986515,3.207226,-2.735857,-4.715834,0.543935,1.586408,-2.554799,-5.626383,-0.742748,3.76137,-4.117515,-3.046072,-0.784797,-2.941576,-0.479375,-1.955586,-3.206211,-0.556759,-7.54043,-5.356226,1.292168,3.459986,-6.488499,1.546287,0.274589,4.83505,-2.834504,-4.593831,-0.547938,1.682596,-0.774738,-4.992128,-0.849423,-2.020755,-12.068826,-3.061279,-1.603162,4.989185,0.217406,0.183033,-0.02676,-438.752228,-58.647739,257.984344,-980.914856,1.694368,0.214106,-5.341766,-1.689031
stress24,L2,suffix,415_550,-2.523339,-2.680188,-6.22513,-1.175356,-1.719364,0.124952,-1.005989,-4.448913,-1.746228,0.724428,-0.351869,-1.303173,-2.243262,-1.678833,3.740606,-1.063881,-0.286461,0.36140099999999997,0.945333,-4.641123,-2.586358,1.101419,-0.859307,-4.754955,-0.876841,0.649789,-0.130119,-5.664095,-1.219005,-1.311431,1.686497,-2.249524,7.146407,-0.317639,4.536075,6.113394,3.78623,-0.303109,1.270084,-1.073406,1.38077,0.647833,-1.111764,-3.205967,1.704076,0.28567,-3.199187,-3.134794,4.521657,1.472365,0.350366,-0.452558,7.138741,1.466121,3.580297,3.025433,5.129929,0.066935,-0.098464,3.804242,4.080527,-1.656039,-2.351738,1.510008,2.771113,-1.777787,-3.873202,0.809878,1.433147,-0.180412,-3.895811,-2.149946,1.817921,-0.524169,-3.219395,0.187829,3.017423,-2.408147,-0.901931,4.344822,0.178889,-0.136136,-4.549149,-3.979272,-0.866619,1.075885,-3.824709,-6.166723,-2.707486,1.609642,-1.93824,-5.833743,-0.732808,1.478748,-2.723572,-5.17346,-6.146227,-2.547368,-4.967212,-4.089975,-6.231992,-2.212558,-1.650255,-2.10645,-3.225424,0.858463,-2.902047,-3.272815,-2.811148,1.350132,-1.878709,-5.16833,-4.112207,0.61112,-4.18955,-1.315925,-4.025943,-2.047082,-0.747541,-3.899751,-4.107934,-3.710282,-10.178458,-3.640589,-427.691437,176.738403,371.071106,-492.228516,-3.387942,0.908595,-1.211381,-3.486073
stress25,L2,suffix,415_550,-3.439951,-3.593327,-1.696256,-2.081814,0.593821,-2.042529,-0.258384,0.384363,0.984607,-1.261625,1.173841,2.821157,2.237602,-1.250218,0.032442,2.667415,0.924115,-1.469115,-0.204626,-0.188564,0.238472,-0.243125,-0.70586,-0.505142,1.085122,0.454588,-0.562174,-0.227249,-0.495863,-1.408725,-0.446438,1.085121,3.093745,3.785832,1.667339,1.978295,1.8605,0.142673,-0.030406,0.782527,0.717612,5.57e-4,-0.615717,1.533162,-0.473521,-1.212319,-1.188367,2.420888,1.919614,0.009852,0.857092,3.003433,2.944301,1.395234,1.47059,2.573462,1.669582,0.187721,1.267319,3.463803,0.556271,-1.041546,0.081163,2.828586,-1.023143,-0.246288,-1.972492,1.802853,-1.553767,-1.648418,-2.118737,1.122683,-2.003438,-0.065109,-2.758748,1.295085,0.626242,4.117835,-0.183767,2.098481,-2.143645,-0.288165,-1.819246,-0.72766,-0.461232,-0.680976,-2.426316,-0.52091,-0.532999,0.495139,-1.560495,0.729955,-1.654422,0.028038,-1.41083,-1.153654,-1.735084,0.335744,-1.060069,-1.612316,-2.433158,0.384888,-0.664025,-0.695669,-2.343168,-0.006576,-0.842615,-1.433395,-1.093488,-0.63901,-0.04656,-1.418182,-2.455366,-0.461576,-1.048481,-1.747443,-2.751319,0.491141,-0.530442,-1.715162,-4.003834,-4.381948,-2.728737,-5.399929,-485.296021,25.84411,316.832672,-721.057129,-1.239996,-2.634555,-0.494524,-1.358924
stress26,L2,suffix,415_550,5.220557,-11.215724,14.923803,-10.588289,0.642059,-3.496092,2.324462,-2.420545,-2.878672,-5.979062,-0.856691,-0.265643,-4.59592,-3.387695,-2.274473,2.896985,-1.520251,-3.103832,-0.890963,1.431247,1.581554,-0.791813,2.974886,-0.03407,0.71158,1.111895,3.952799,0.362076,-2.268065,-1.65506,-2.443857,2.526639,-2.583308,1.109071,-3.00497,5.150438,-0.431265,0.591121,0.31557,1.215605,0.846612,1.908468,3.956088,2.436753,0.123899,2.99953,4.66244,2.004366,1.019376,1.506448,1.817138,1.963498,-0.870839,-0.132913,-0.119156,2.171601,-1.031615,0.883672,-0.129589,2.121655,-4.161058,0.396113,4.521567,1.583689,-0.965092,2.266214,0.030363,-0.308543,-0.06638,3.006628,1.930915,1.076021,0.122414,2.25385,0.388336,0.193647,-0.51045,4.375065,-2.857402,3.69678,1.134466,2.385909,0.49262,-1.825865,3.651175,0.919357,2.329292,-0.093043,0.443394,1.141227,4.161644,0.140985,0.500067,1.402022,2.721308,-1.187997,1.373739,2.076253,0.345683,-0.566302,2.67358,1.806971,-0.150542,-4.434576,2.638026,-0.723573,1.595408,-5.175279,0.539699,0.005552,1.991864,-1.59588,2.382214,-1.529103,1.610469,-6.072545,5.554558,1.30286,2.468153,-9.323083,14.06619,-14.058681,8.742858,-11.798764,-406.579437,14.218014,226.162064,-627.075134,1.031253,-1.828046,1.954124,-2.949072
stress27,L2,suffix,415_550,28.573931,20.42803,-35.561069,3.457993,31.599178,-6.33484,4.255113,10.009904,78.325043,-24.720268,24.656328,20.737383,39.708965,-20.570234,22.953693,7.961067,46.645939,-8.894909,14.853463,8.01616,9.095121,-4.68034,0.412582,5.388664,12.392094,-9.828058,4.912805,5.21961,26.918505,-8.336739,12.709291,2.174889,6.134796,-9.009427,14.19188,-2.577893,12.348045,-7.033983,5.223427,3.221986,5.477469,-5.051638,1.284434,4.975121,2.362923,-3.48307,-1.291418,5.378883,6.317045,-5.754658,2.075884,4.981713,8.026572,-5.849684,3.940041,2.100677,2.411517,-5.017112,0.802252,4.138869,0.481712,-3.747299,-0.002195,4.471967,-1.583012,-2.003155,-1.351588,3.2269,-4.293285,0.236275,-2.588841,2.848496,-7.66014,1.73624,-2.005377,0.015324,-14.771412,0.947797,5.021871,-6.525691,-11.540998,4.380045,-4.31372,-0.019849,-3.798292,-1.000634,-3.670912,1.835455,0.514783,-2.908542,-3.106231,4.470191,-12.890721,5.127968,-7.112394,0.261691,-22.542887,10.588446,-5.997849,-5.752873,-39.318882,17.091431,-9.937562,-14.507642,-31.38031,16.891436,-9.563093,-8.482374,-6.807118,2.220987,-5.92047,2.220517,-15.383913,12.526847,-14.059558000000001,-2.142996,-55.242577,33.378609,-22.885704,-17.007158,14.248446,17.881573,-32.972569,5.035832,-1653.187988,-208.091217,541.536743,-579.564758,2.878871,2.687209,-6.404583,3.034529
stress3,L1,suffix,415_550,-8.048141,6.35708,-15.082212,-22.327662,-3.036617,3.789654,-3.088578,-8.613579,-11.004114,7.454144,-3.015043,-9.708748,-7.099963,1.151745,0.950569,-2.480691,-5.795699,1.78511,0.683594,-5.85789,-1.240842,0.983578,0.927338,-6.062235,-1.70462,-0.163391,1.071192,-5.119558,-5.700325,-0.743799,1.439763,-2.594246,1.14856,-2.070234,1.193633,10.768219,-2.297765,-1.325337,2.504617,-2.131278,0.548614,-1.044112,0.220579,-4.884008,2.802206,-1.499225,-1.210162,-3.937533,0.730202,-2.171824,2.155766,-3.461782,-0.223296,-0.009437,4.537978,-1.518219,2.787927,-1.893819,1.336525,-2.75093,3.083635,-2.926925,-0.051416,-2.241071,2.686344,-0.56024,-0.10407,-1.365456,3.478361,-1.661876,-1.41277,-1.712122,-0.579112,-2.385456,-0.314751,1.419257,1.313422,-3.152523,1.698123,9.317163,1.404884,-2.003657,-1.22025,0.582556,2.757117,-1.22808,-1.393913,-2.36525,0.591787,-2.036589,-0.067487,-5.121614,2.801833,-1.023387,-1.138388,-2.121408,-1.520984,-1.151161,-2.638227,1.272711,0.319014,-1.946689,-0.905794,2.47457,0.893834,-1.267143,-1.712907,0.410073,1.298867,-0.568733,0.182936,-4.359986,-1.144249,-0.730869,-2.999032,-3.521204,3.10985,-2.476081,-1.664184,5.359857,-5.533462,6.195866,-10.567157,-17.228548,2638.895996,2002.405762,1116.520752,-440.69809,-0.82066,1.740918,-0.963919,-6.69513
stress3,L2,suffix,415_550,-3.190101,-0.534769,0.636114,-3.9588,-1.617238,-3.647584,-1.077718,-2.216024,-0.686279,-1.694432,2.355843,-4.511007,2.029245,0.329351,1.719785,-0.857761,-1.137743,-3.296129,-1.155319,-1.563849,-2.917998,-4.498921,-0.790945,-2.288834,-0.755261,-3.626673,-0.102984,-1.575839,2.81026,-2.098227,-0.228452,-0.561865,7.932077,6.498462,0.188174,5.91627,1.919003,-2.258127,-0.223978,-1.311231,-0.080781,-3.416795,1.030725,1.02903,-0.278934,-4.158977,1.394877,2.859263,2.336539,-2.628737,0.129944,1.410291,4.395096,-0.029878,-0.336889,2.475132,3.387794,-1.019949,-1.396356,4.78065,2.475648,-1.568011,-1.513328,4.249119,0.604451,-1.329209,-0.642527,2.938017,-2.140106,-2.591804,-0.074781,0.123795,3.289966,-1.497289,-0.600886,2.324892,3.618221,5.864386,2.568241,5.534174,-3.11014,-3.079868,0.236248,-1.512755,-2.79447,-3.040864,-0.012862,-0.306239,-2.703485,-3.864278,-0.289503,-0.369745,-4.294955,-2.858923,-0.683041,-2.025086,-2.869024,-1.676463,0.291791,-1.394882,-2.446545,0.569345,2.668385,1.429083,-4.453901,-2.18672,1.238405,-1.372653,-4.514637,-4.537896,-1.707286,-0.733828,-7.015973,-4.059595,-0.498627,-2.397047,-5.348408,-1.966289,1.505865,-0.261805,-5.539027,-1.792938,-0.573673,-1.872563,1774.181885,1050.365967,633.724304,-312.708893,-3.850099,-4.12095,-0.918805,-3.816815
